GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
1400000US19011960300,"Census Tract 9603, Benton County, Iowa",2241,177,9.3,3.8,3.1,2.9,12,4.1,16.5,5.6,19.8,6.5,21.1,6.4,9.2,4.6,9.1,3.4,0,1,0,1,42954,7001,48362,4375,20.6,(X),(X),(X),(X),(X),1569,132,7.5,4.4,2,2.2,9.9,5.1,8.9,4.4,21.6,8,26.4,8.2,11.5,5.7,12.2,5.1,0,1.4,0,1.4,50324,10050,55891,5471,(X),(X),22.6,(X),(X),(X),1112,152,1.1,1.7,1.3,2,5.6,4.1,8.8,5.6,24.5,8.3,28.8,9.2,14.1,7.8,15.9,6.8,0,2,0,2,58080,6669,N,N,(X),(X),(X),(X),(X),(X),672,206,13.7,8.6,5.7,8,16.8,8.8,34.2,13.5,15.5,10.9,8.5,5.7,5.7,8.7,0,3.3,0,3.3,0,3.3,26649,2220,30006,6314,(X),(X),(X),(X),16.1,(X)
1400000US19011960400,"Census Tract 9604, Benton County, Iowa",1278,96,3.8,3.7,2.2,1.9,10.2,4.2,16.2,5.4,13.1,4.4,15.3,4.9,17,5.3,17.4,4.8,3.8,2.8,0.9,1.2,62083,14856,67773,5558,25.4,(X),(X),(X),(X),(X),1022,96,1.2,1.7,0.9,1.5,9.7,4.6,11.3,4.8,15.8,5.5,15.9,5.5,19.7,6.3,20.5,5.7,4,3.3,1.2,1.4,71563,6368,74452,5769,(X),(X),22.4,(X),(X),(X),882,91,0.3,0.6,1,1.8,4.8,3.3,8.6,4.8,16.6,5.9,17.8,6.2,21.1,7.2,23.8,6.9,4.6,3.8,1.4,1.7,76667,12056,N,N,(X),(X),(X),(X),(X),(X),256,80,14.5,16.1,7.4,7.5,18.8,11.7,32,18.3,5.9,4.7,7,6.7,6.3,6,5.1,5.9,3.1,4.7,0,8.4,27700,4203,38732,10961,(X),(X),(X),(X),37.1,(X)
1400000US19011960500,"Census Tract 9605, Benton County, Iowa",2027,84,1.3,0.8,3.4,1.5,5.5,2,8.2,2.2,11,2.8,19.9,3.5,23.2,4.1,20.7,3.4,2.6,1.2,4.2,1.9,75453,5641,81442,4459,24.7,(X),(X),(X),(X),(X),1676,77,0.2,0.3,0.8,1.1,3.5,2.1,5.8,2.1,12.5,3.8,20.2,3.9,26.5,4.6,23.3,3.8,3.1,1.5,4.1,1.8,82121,5626,88264,4647,(X),(X),23,(X),(X),(X),1458,83,0.2,0.3,0.2,0.3,3,2.1,4.9,2.2,10.6,3.4,19.3,4.3,26.9,4.3,26.6,4.1,3.6,1.7,4.7,2.1,87872,4914,N,N,(X),(X),(X),(X),(X),(X),351,56,6.8,4.5,16,6.4,15.4,6.2,20.5,7.1,11.4,4.3,13.7,6.5,7.4,5.4,4.3,4.7,0,6.2,4.6,6,30352,4776,45087,11932,(X),(X),(X),(X),27.9,(X)
1400000US19011960600,"Census Tract 9606, Benton County, Iowa",996,67,2.2,1.6,4.4,2.4,7.6,2.6,8.5,3.5,19.4,5.4,20.6,5.3,15.5,4,17.3,5.5,3.1,2.3,1.4,1.5,57375,8841,74006,12939,22.7,(X),(X),(X),(X),(X),737,57,0.5,0.9,2,2.2,6.6,2.6,6.4,4.8,16,5.9,22.8,6,18.3,4.9,23.1,7.4,2.8,2.3,1.4,1.9,68641,9081,84080,17409,(X),(X),19.5,(X),(X),(X),695,57,0.6,1,1.6,2.3,4.9,2.5,6.3,5,15.3,6,23.5,6.4,19,5.3,24.5,7.9,3,2.4,1.4,2,71146,12143,N,N,(X),(X),(X),(X),(X),(X),259,61,6.9,5.5,11.2,6.6,10.4,5.8,15.8,7.9,29.7,12,13.5,8.7,6.2,7,0.8,1.3,3.9,5.5,1.5,2.5,39219,9552,44594,8690,(X),(X),(X),(X),31.7,(X)
1400000US19011960700,"Census Tract 9607, Benton County, Iowa",1267,103,4.9,3.7,13.3,5.3,18.9,6.1,8.8,4.8,21.2,6.8,19.3,6.5,9.4,4,2.1,2,2.1,2,0,1.8,36533,3435,42891,4229,21.6,(X),(X),(X),(X),(X),697,72,1.3,2.2,6.3,5.7,12.9,6.7,5.9,4.5,22.4,8.2,30.3,9.6,13.9,6.9,3.2,3.4,3.9,3.6,0,3.2,53618,9732,55536,6727,(X),(X),18.2,(X),(X),(X),567,76,0,3.9,4.4,6.3,5.8,4.1,7.2,5.5,23.1,9.7,33.7,11.1,17.1,8.1,3.9,4.1,4.8,4.5,0,3.9,58242,5968,N,N,(X),(X),(X),(X),(X),(X),570,120,10.9,8.4,21.9,11.4,24.7,10.9,12.3,8.6,19.6,12.1,6.7,6.1,3.9,4.3,0,3.9,0,3.9,0,3.9,23208,5945,26736,3835,(X),(X),(X),(X),25.8,(X)
1400000US19013000100,"Census Tract 1, Black Hawk County, Iowa",767,116,33.6,12.1,29.7,11.8,12.3,7.4,3.8,3.6,13.8,9.5,4.3,5.9,1.3,2.2,1.2,2.1,0,2.9,0,2.9,12164,1794,19541,4747,22.9,(X),(X),(X),(X),(X),296,93,20.6,19.5,25,21.1,19.3,21.3,1,3.2,20.9,22.3,6.8,10.9,3.4,5.8,3,5.5,0,7.3,0,7.3,15663,18061,26555,10634,(X),(X),27.7,(X),(X),(X),106,68,0,19,25.5,33.7,46.2,38.8,0,19,10.4,18.2,0,19,9.4,16.9,8.5,13.9,0,19,0,19,16327,17290,N,N,(X),(X),(X),(X),(X),(X),471,104,41.8,14.4,32.7,13.8,7.9,6.6,5.5,5.3,9.3,9.3,2.8,4.8,0,4.7,0,4.7,0,4.7,0,4.7,11356,2269,15133,3640,(X),(X),(X),(X),20,(X)
1400000US19013000200,"Census Tract 2, Black Hawk County, Iowa",1037,124,13.1,6.4,13.4,8.2,12.7,7.4,13.1,6.3,19.2,7.1,15.8,6.5,7,4.2,4.8,5.1,0.8,1.3,0,2.1,31599,6251,38723,4522,17.3,(X),(X),(X),(X),(X),701,127,11.3,8.2,9,9.6,11.6,8.8,16,9.4,22.3,9.9,12.4,7.1,10.4,6.6,7.1,7.6,0,3.2,0,3.2,36938,9668,42425,7037,(X),(X),17.1,(X),(X),(X),399,86,0,5.5,2,3.3,9.3,8.9,9.3,8.9,28.6,13.8,20.1,12.2,18.3,10.7,12.5,13.2,0,5.5,0,5.5,53173,16722,N,N,(X),(X),(X),(X),(X),(X),336,90,19.9,14.4,22.6,14.9,18.5,11.8,19.9,13.3,8,7.7,11,10.2,0,6.5,0,6.5,0,6.5,0,6.5,18710,5817,22928,4845,(X),(X),(X),(X),17.6,(X)
1400000US19013000300,"Census Tract 3, Black Hawk County, Iowa",1188,130,21.5,8.7,8.8,4.8,18.4,6.6,15.1,7.5,17.8,9.2,14.4,7.5,4.1,3.4,0,1.9,0,1.9,0,1.9,25348,2696,30677,4138,18.2,(X),(X),(X),(X),(X),757,149,19.6,11.1,7.9,6.2,11.9,8,15.5,11.2,27.2,13.4,15.9,11.3,2.1,3,0,2.9,0,2.9,0,2.9,27236,15372,32286,5919,(X),(X),17.3,(X),(X),(X),371,127,0,5.9,6.5,7.3,7,7.5,9.2,7.4,46.4,21.3,29.4,20.9,1.6,4.2,0,5.9,0,5.9,0,5.9,44203,5923,N,N,(X),(X),(X),(X),(X),(X),431,113,24.8,13.2,10.2,7.3,29.7,13.6,14.4,10.8,1.4,2.7,11.8,8.2,7.7,6.8,0,5.1,0,5.1,0,5.1,21496,3473,27638,5861,(X),(X),(X),(X),19.7,(X)
1400000US19013000400,"Census Tract 4, Black Hawk County, Iowa",690,59,10.9,7.9,13,9.2,11,5.8,11.9,7.1,18.8,8.6,19.6,7.7,11.3,7.2,0,3.2,0,3.2,3.5,4.5,36897,10696,53001,18572,27.7,(X),(X),(X),(X),(X),342,80,2,4.1,0,6.4,8.2,6.9,10.8,10.1,32.7,15.9,28.1,12.6,18.1,11.4,0,6.4,0,6.4,0,6.4,47105,14054,52718,6008,(X),(X),27.8,(X),(X),(X),274,72,0,7.9,0,7.9,0,7.9,10.6,12.1,35.4,19.3,31.4,14.8,22.6,12.9,0,7.9,0,7.9,0,7.9,58519,14857,N,N,(X),(X),(X),(X),(X),(X),348,89,19.5,15.4,25.9,16.8,16.1,10.9,12.9,9.9,5.2,6.2,8.9,8.3,4.6,6.3,0,6.3,0,6.3,6.9,9.2,17353,9818,52554,38423,(X),(X),(X),(X),27.6,(X)
1400000US19013000500,"Census Tract 5, Black Hawk County, Iowa",653,58,2.9,3.5,3.2,3.9,10.3,10.3,28.9,13,17,12.5,21,10.3,8.6,6.9,8.1,6.5,0,3.4,0,3.4,36210,4613,48212,6411,32.5,(X),(X),(X),(X),(X),468,95,8.1,11.2,11.8,10,0,4.7,10.9,7.9,27.6,18,25.6,12.8,4.7,5.5,11.3,10,0,4.7,0,4.7,39146,11922,49674,11100,(X),(X),39.5,(X),(X),(X),219,69,0,9.8,0,9.8,0,9.8,14.2,14.7,6.4,8.2,49.3,24.2,5.9,8.8,24.2,17.2,0,9.8,0,9.8,67552,6827,N,N,(X),(X),(X),(X),(X),(X),185,88,10.3,12.4,11.4,13.1,36.2,26.5,28.6,21.3,13.5,14.2,0,11.4,0,11.4,0,11.4,0,11.4,0,11.4,21959,8267,24409,4528,(X),(X),(X),(X),14.6,(X)
1400000US19013000700,"Census Tract 7, Black Hawk County, Iowa",552,96,28.8,13,5.1,6.4,12.1,10.8,18.8,13.7,5.8,6.7,10.3,11.7,12.9,11.2,6.2,8.7,0,4,0,4,27391,6977,37421,9723,31.9,(X),(X),(X),(X),(X),383,98,19.8,13.3,1.6,2.9,10.7,11.5,17.5,16.8,8.4,10.2,14.9,16.4,18.3,15.6,8.9,12.8,0,5.7,0,5.7,37813,31412,47069,13006,(X),(X),37.9,(X),(X),(X),188,84,0,11.3,0,11.3,0,11.3,35.6,26.8,17,21.2,7.4,19.6,36.7,29.7,3.2,17,0,11.3,0,11.3,46875,34186,N,N,(X),(X),(X),(X),(X),(X),169,78,49.1,29,13,20.1,15.4,22,21.9,23.2,0,12.4,0,12.4,0.6,4.6,0,12.4,0,12.4,0,12.4,12560,9823,13279,5025,(X),(X),(X),(X),18.3,(X)
1400000US19013000800,"Census Tract 8, Black Hawk County, Iowa",1632,100,11.2,4.6,11.9,4.8,9.1,4.8,15.8,6.2,21,6.2,20.5,6.8,6.1,4,4.3,3.3,0,1.4,0,1.4,35941,5518,41130,5086,19.6,(X),(X),(X),(X),(X),1103,137,11.2,6.2,11.1,7.2,8.3,5.8,14.1,6.9,23.1,8.2,22.8,8.7,5.5,4.1,3.9,4.3,0,2,0,2,39313,8457,41865,6506,(X),(X),18.4,(X),(X),(X),740,114,3.9,3.4,7.8,7.4,7.4,5.4,11.6,6.7,21.1,9.3,34.1,12.5,8.2,6.1,5.8,6.3,0,3,0,3,49286,5569,N,N,(X),(X),(X),(X),(X),(X),529,125,13,7.5,20,9.7,14.4,10.3,21.2,13.5,8.7,5.9,12.3,9.4,7.4,8.2,3,3.7,0,4.2,0,4.2,26875,9431,34015,6845,(X),(X),(X),(X),22.1,(X)
1400000US19013000900,"Census Tract 9, Black Hawk County, Iowa",764,103,21.1,12.1,5.6,4.6,22.8,11.6,17.1,10.9,9.8,7.8,12.7,8.9,1.6,2.5,9.3,9.2,0,2.9,0,2.9,25182,7701,34620,8816,17.9,(X),(X),(X),(X),(X),418,139,25.6,20.2,0,5.2,13.4,16.4,11.2,8,17.9,13.7,14.8,15.1,0,5.2,17,16.8,0,5.2,0,5.2,32292,16794,41860,15619,(X),(X),24.4,(X),(X),(X),181,89,0,11.7,0,11.7,11.6,17.9,10.5,9.3,4.4,7.3,34.3,29.4,0,11.7,39.2,34.3,0,11.7,0,11.7,63523,54775,N,N,(X),(X),(X),(X),(X),(X),346,96,15.6,10.5,12.4,9.7,34.1,13.8,24.3,17.4,0,6.3,10.1,7.4,3.5,5.3,0,6.3,0,6.3,0,6.3,19840,4998,24999,4797,(X),(X),(X),(X),10.1,(X)
1400000US19013001000,"Census Tract 10, Black Hawk County, Iowa",1593,69,5.8,2.9,3.8,2.8,11,5.7,13.2,5.9,23.5,5.4,28.1,6.1,10.7,4.3,2.1,1.9,1.1,1.4,0.6,0.8,42725,4229,48995,3705,14.2,(X),(X),(X),(X),(X),1112,111,0,2,2.6,2.4,12.3,7.2,11.4,7.3,23.9,6.4,28.9,7.5,15.4,6.4,3.1,2.7,1.6,2,0.8,1.2,49659,9585,56176,5592,(X),(X),10.6,(X),(X),(X),913,108,0,2.4,2.2,2.4,8.2,6.3,7.8,5.2,25,7.7,33,8.3,17.7,7.4,3.7,3.3,1.4,1.8,1,1.5,54806,8859,N,N,(X),(X),(X),(X),(X),(X),481,108,19.3,9.2,6.7,7.3,8.1,7.7,17.3,9.1,23.9,10.6,24.7,11.5,0,4.6,0,4.6,0,4.6,0,4.6,33917,7113,31915,5267,(X),(X),(X),(X),22.5,(X)
1400000US19013001100,"Census Tract 11, Black Hawk County, Iowa",1209,55,1.9,2,13.2,6.8,13.8,5.6,15.5,7.6,13.4,6.2,24.7,7.2,11.8,6,3.1,2.8,1.1,1.7,1.5,2.1,39875,9965,48035,5721,14.4,(X),(X),(X),(X),(X),779,93,3.3,4.3,8.1,6.4,7.8,5.1,10.5,7.5,15.1,8.9,33.6,9.6,12.7,6.4,4.7,4.3,1.7,2.7,2.3,3.4,52297,6876,56125,8308,(X),(X),12.3,(X),(X),(X),502,95,0,4.4,1.6,2.5,11,7.5,3.6,4.6,21.7,12.8,33.3,11.5,15.3,8.5,7.4,6.7,2.6,4.2,3.6,5.2,58500,11157,N,N,(X),(X),(X),(X),(X),(X),430,100,4.7,5.2,26.5,14.7,15.3,9.3,24.4,13.5,10.2,8.5,8.6,7.2,10.2,10.5,0,5.1,0,5.1,0,5.1,26250,6109,32256,8066,(X),(X),(X),(X),18.1,(X)
1400000US19013001200,"Census Tract 12, Black Hawk County, Iowa",1064,54,0.6,1,9.3,5.5,10.1,4.9,9.2,4.5,18.1,6.8,27.2,7.9,12,5.1,12.7,6,0,2.1,0.8,1.4,51318,6706,57884,6876,13.2,(X),(X),(X),(X),(X),532,88,0,4.1,0.8,2.1,3.6,4.1,10.5,6.7,20.7,10.5,25.9,10,19,9.6,19.5,10,0,4.1,0,4.1,65278,11719,68872,8351,(X),(X),9.8,(X),(X),(X),468,82,0,4.7,0,4.7,4.1,4.7,7.9,6.8,23.5,11.6,22.4,10.1,21.6,10.9,20.5,10.9,0,4.7,0,4.7,67222,10806,N,N,(X),(X),(X),(X),(X),(X),532,100,1.1,2,17.9,10.1,16.5,9.8,7.9,6.4,15.6,9,28.4,13.1,5.1,6.1,5.8,6.2,0,4.1,1.7,2.9,41389,15703,46897,9685,(X),(X),(X),(X),16.5,(X)
1400000US19013001301,"Census Tract 13.01, Black Hawk County, Iowa",1869,81,7.3,3.1,4.9,2.6,18.2,6.4,18.2,5.6,11.7,3.8,17.7,5.6,13.3,5.7,7.6,3.5,0.5,1,0.5,0.8,36949,6832,49804,4223,29.3,(X),(X),(X),(X),(X),952,115,1.4,2.3,2.9,4.1,10.8,7.2,11.7,6.8,11,5.2,27.2,8.7,21.5,10,12.4,6,0,2.3,1.1,1.5,60143,6376,65010,5701,(X),(X),37.2,(X),(X),(X),720,104,0,3.1,0,3.1,7.5,7.6,15.4,8.8,8.2,6,31.5,11.2,19.6,11.4,16.4,7.9,0,3.1,1.4,2.1,62692,9027,N,N,(X),(X),(X),(X),(X),(X),917,117,13.5,5.9,6.9,4,28.1,10.4,25,8.9,13.6,6.3,7.2,5.1,2,2.6,2.6,2.9,1.1,1.9,0,2.4,25804,4370,32047,3927,(X),(X),(X),(X),21,(X)
1400000US19013001302,"Census Tract 13.02, Black Hawk County, Iowa",1588,107,6.4,3.6,2.5,1.9,11.8,4.9,9.9,4.8,14.4,5.4,20,6.4,12.7,4.4,14.9,5.5,2.6,1.7,4.9,2.5,52609,3927,73110,8277,17.1,(X),(X),(X),(X),(X),969,103,2.6,2.6,2.1,3.3,4,4.3,7.8,5,15.3,7.5,19.7,7.3,20.7,7,19,7.9,3.1,2.9,5.7,3.9,73352,13006,88452,12148,(X),(X),8.6,(X),(X),(X),795,100,0.9,1.6,0,2.8,1.8,2,4,3.6,13.3,7.4,23.1,8.5,23,7.8,23.1,9.8,3.8,3.5,6.9,4.7,81157,9360,N,N,(X),(X),(X),(X),(X),(X),619,122,13.6,7.9,6.3,5.1,23.9,9.9,15.7,9.6,12.9,6.8,16.5,10.1,0,3.6,5.7,8,1.8,2.8,3.7,4,32784,6942,44233,11030,(X),(X),(X),(X),30.4,(X)
1400000US19013001400,"Census Tract 14, Black Hawk County, Iowa",1919,94,2.2,2.7,3.3,2.8,10.7,5.3,8.4,2.9,12.2,5.2,28.8,5.9,9.1,3.5,16,5.1,6.5,3.8,2.8,1.7,60386,5334,74495,6766,13.9,(X),(X),(X),(X),(X),1276,95,1.9,3.2,0,1.7,5.4,5.7,8,3.8,11.3,6.3,29.7,6.6,11.3,4.9,19.4,6.8,8.8,5.4,4.2,2.6,69219,8124,87576,9182,(X),(X),12.9,(X),(X),(X),1056,107,0,2.1,0,2.1,2.1,2.5,7.7,4.1,10.8,7,31,6.8,12.6,5.7,20.2,7.5,10.6,6.4,5.1,3.1,73182,10451,N,N,(X),(X),(X),(X),(X),(X),643,135,6.5,7.9,6.1,5.3,21.2,10.5,11.2,6.1,12.3,7,28.8,10.5,4.7,4.1,7.5,5.6,1.9,3,0,3.4,40536,9391,45796,7287,(X),(X),(X),(X),16,(X)
1400000US19013001501,"Census Tract 15.01, Black Hawk County, Iowa",1458,78,7.3,5.3,8.6,4.1,9.9,4.5,10.6,4.6,19,5.4,24.8,6.3,9,4.1,6.9,3.5,0.8,1.3,3.1,2.2,44010,4180,56265,6912,16.1,(X),(X),(X),(X),(X),812,97,2.2,3.8,7.6,5.5,5,5,10.7,6.1,15.1,6.7,30.4,9.5,11.9,6.7,12.3,6.4,1.5,2.3,3.1,3.2,56842,9760,67564,10970,(X),(X),19.5,(X),(X),(X),668,101,0,3.3,1.9,3,6.1,6.1,10.8,6.3,17.1,7.9,29,9.5,14.5,7.8,15,7.8,1.8,2.8,3.7,4,61875,10374,N,N,(X),(X),(X),(X),(X),(X),646,99,13.6,11.2,14.7,7.9,16.1,8.1,12.7,7.9,16.7,8,17.8,8.4,5.3,5.3,0,3.4,0,3.4,3.1,3.5,26837,7580,40280,10840,(X),(X),(X),(X),11.9,(X)
1400000US19013001502,"Census Tract 15.02, Black Hawk County, Iowa",1794,64,2.7,1.7,3.3,2.5,10.7,4,19,5.5,19.7,5,25.3,6.4,11.7,4.6,5.1,3.1,0,1.2,2.5,2.2,44237,3708,54698,4893,22.3,(X),(X),(X),(X),(X),1098,110,0.7,1.3,2.6,3.2,10.7,4.9,16.8,7.9,16.9,5.9,27.4,8,16.4,7.1,5.6,4.1,0,2,2.9,3.3,54032,12366,59968,7893,(X),(X),23.8,(X),(X),(X),834,109,0,2.7,0.7,1.2,5.9,4.7,10.3,5.7,20.4,7.9,30.9,8.8,21.6,8.9,6.4,5,0,2.7,3.8,4.2,62028,11206,N,N,(X),(X),(X),(X),(X),(X),696,87,5.7,3.7,7.8,6.2,10.8,5.1,21.6,8,24.1,8.6,21.8,9,2.2,2.5,4.2,4.7,0,3.2,1.9,2.8,36318,3598,44615,8398,(X),(X),(X),(X),16.8,(X)
1400000US19013001503,"Census Tract 15.03, Black Hawk County, Iowa",1630,95,3.6,2.7,6.6,3.5,9.8,4.5,10.7,4.2,15,4.9,26.6,6.3,12.9,5,9.4,3.6,1.8,1.7,3.6,2.5,53214,5858,69211,11038,18.4,(X),(X),(X),(X),(X),1115,111,3.1,3.3,4.4,3.7,8.1,5,9.4,3.8,12,5.9,28.3,7.6,13.4,6.5,13.5,5.1,2.6,2.5,5.2,3.7,61250,8387,81098,15859,(X),(X),14.4,(X),(X),(X),929,100,2.3,2.4,0,2.4,7.3,5,8.7,3.7,11.2,6.9,30.1,9.1,16,7.7,15,5.8,3.1,3,6.2,4.5,66210,3303,N,N,(X),(X),(X),(X),(X),(X),515,109,4.7,4.5,11.5,7.6,13.4,8.4,14.8,9.8,20.2,9.2,22.9,11.9,11.8,10.7,0.8,1.7,0,4.3,0,4.3,36844,8504,43267,7204,(X),(X),(X),(X),27,(X)
1400000US19013001600,"Census Tract 16, Black Hawk County, Iowa",1168,113,5.7,3.8,3.7,3.1,12,6.9,26.5,8.6,22.1,7.5,20.9,7.7,6.4,3.7,2.7,2.8,0,1.9,0,1.9,36302,6494,41416,4378,20.2,(X),(X),(X),(X),(X),846,130,5.2,5.3,1.1,1.9,14.2,9.3,24.7,10.8,25.4,10.4,18.2,8.3,7.4,4.5,3.8,3.8,0,2.6,0,2.6,37574,7638,42667,5316,(X),(X),23.6,(X),(X),(X),583,118,2.2,3.4,0,3.8,9.1,9.8,21.4,11.2,29.5,12.6,23.2,11.5,9.1,5.9,5.5,5.4,0,3.8,0,3.8,43750,9027,N,N,(X),(X),(X),(X),(X),(X),322,104,9.9,9.9,10.6,9.9,18,15.9,28.3,15.7,13.4,11.4,16.1,11.3,3.7,6,0,6.7,0,6.7,0,6.7,30058,6701,31089,6172,(X),(X),(X),(X),3.1,(X)
1400000US19013001701,"Census Tract 17.01, Black Hawk County, Iowa",894,96,19.1,9.2,11.3,6.6,30.9,9,17.2,8.1,7.5,5.9,8.8,5.2,2.3,3,1.8,2.9,0,2.5,1,1.6,21433,2384,28564,5614,21.9,(X),(X),(X),(X),(X),409,98,17.6,13.6,12,11.9,25.2,12.1,4.4,5.6,16.4,12.4,15.4,9.3,5.1,6.6,3.9,6.2,0,5.3,0,5.3,22361,14189,33406,9054,(X),(X),18.6,(X),(X),(X),189,73,15.9,19,0,11.2,7.4,9.5,0,11.2,29.6,21.5,33.3,20.5,5.3,9.9,8.5,12.9,0,11.2,0,11.2,44345,21745,N,N,(X),(X),(X),(X),(X),(X),485,99,20.4,11,15.7,9.9,35.7,13.3,23.1,11.9,0,4.5,3.3,4.9,0,4.5,0,4.5,0,4.5,1.9,3,19238,3313,23454,7191,(X),(X),(X),(X),24.7,(X)
1400000US19013001702,"Census Tract 17.02, Black Hawk County, Iowa",1082,80,12.3,5.8,18.9,7.3,13.7,7.1,16.9,7.7,10.3,5,17.4,6.6,8.2,5.5,2.4,2,0,2.1,0,2.1,28482,5989,35344,3702,28.9,(X),(X),(X),(X),(X),631,80,6.5,6.2,13.8,9.6,13,7.6,16.6,10.2,12.4,7.2,19.5,9.1,14.1,9.4,4.1,3.3,0,3.5,0,3.5,35125,9317,42575,6471,(X),(X),29.6,(X),(X),(X),349,76,5.7,8.2,4,4.7,6,6.7,12.6,10.2,18.3,11.7,24.9,12.7,20.9,15.2,7.4,6,0,6.2,0,6.2,55139,21412,N,N,(X),(X),(X),(X),(X),(X),451,83,20.4,12.6,25.9,13.3,18.4,12.5,20.6,12.2,6.7,5.6,8,7,0,4.9,0,4.9,0,4.9,0,4.9,18828,7853,21951,3712,(X),(X),(X),(X),27.9,(X)
1400000US19013001800,"Census Tract 18, Black Hawk County, Iowa",509,88,1.4,2.7,8.3,6.9,23.4,12.7,25.5,13.8,9,7.5,15.7,9.1,10.6,9.5,5.1,5.1,1,1.9,0,4.3,29203,5224,44794,7077,49.3,(X),(X),(X),(X),(X),311,72,0,7,7.1,7.5,16.4,10.5,12.2,10.9,14.8,11.3,25.7,13.7,13.8,14.3,8.4,8,1.6,3.3,0,7,47386,21224,55824,9019,(X),(X),63.3,(X),(X),(X),148,53,0,14.1,6.8,11,5.4,10,4.1,6.7,4.1,6.7,46.6,21.3,12.2,16.5,17.6,15.4,3.4,7.1,0,14.1,68000,11628,N,N,(X),(X),(X),(X),(X),(X),198,95,3.5,7.6,10.1,14.6,34.3,27.3,46.5,25.8,0,10.7,0,10.7,5.6,8.9,0,10.7,0,10.7,0,10.7,27609,9992,27058,6651,(X),(X),(X),(X),20.7,(X)
1400000US19013001900,"Census Tract 19, Black Hawk County, Iowa",953,71,10.1,6,10.8,9,12.6,7.4,15.7,7.5,9.8,6.2,27.4,8.6,10.3,6.4,1,1.8,1.2,1.8,1.2,1.9,36339,12506,47410,9240,21.9,(X),(X),(X),(X),(X),662,103,6.3,5.6,12.1,12,9.5,7.4,15.6,9.3,8.5,6.5,31.4,11.4,11.8,7.8,1.5,2.6,1.7,2.6,1.7,2.8,44453,18658,54544,12853,(X),(X),22.4,(X),(X),(X),411,103,3.2,5.3,0,5.3,5.1,5.5,21.7,14.7,6.8,7.4,36.5,14.9,19,11.9,2.4,4.2,2.7,4.3,2.7,4.4,57351,8772,N,N,(X),(X),(X),(X),(X),(X),291,96,18.6,17.2,7.9,9.6,22.7,18.2,16.2,21.1,15.1,12.6,12.7,11.4,6.9,8.4,0,7.4,0,7.4,0,7.4,25133,3967,29770,7240,(X),(X),(X),(X),10.7,(X)
